title,tags
Godsend,"a couple agree to have their deceased son cloned under the supervision of an enigmatic doctor, but bizarre things start to happen years after his rebirth. drama horror science fiction thriller schizophrenia clone loss of son nightmare doctor greg kinnear rebecca romijn robert de niro nick hamm"
Chasing Liberty,"the president's daughter, unable to experience life like a normal 18 year-old, escapes from her entourage of secret service agents while traveling in europe. she falls in love with a handsome british stranger, who also happens to be working undercover for her father. comedy romance venice berlin usa president undercover prague romantic comedy travel lying young adult secret service agent overprotective father mandy moore stark sands tony jayawardena andy cadiff"
Hoodwinked Too! Hood VS. Evil,"red riding hood is training in the group of sister hoods, when she and the wolf are called to examine the sudden mysterious disappearance of hansel and gretel. comedy animation family witch wolf little red riding hood sequel computer animation goat aftercreditsstinger duringcreditsstinger hayden panettiere bill hader joan cusack mike disa"
An Unfinished Life,"stoic and heartbroken, einar gilkyson quietly lives in the rugged wyoming ranchlands alongside his only trusted friend, mitch bradley. then, suddenly, the woman he blames for the death of his only son arrives at his door broke, desperate, and with a granddaughter he's never known. but even as buried anger and accusations resurface, the way is opened for unexpected connection, adventure, and forgiveness. drama loss of son sheriff wyoming grandfather granddaughter relationship violence against women robert redford jennifer lopez morgan freeman lasse hallström"
The Imaginarium of Doctor Parnassus,a traveling theater company gives its audience much more than they were expecting. adventure fantasy mystery circus immortality elderly aftercreditsstinger duringcreditsstinger christopher plummer heath ledger johnny depp terry gilliam
Barney's Version,"the picaresque and touching story of the politically incorrect, fully lived life of the impulsive, irascible and fearlessly blunt barney panofsky. comedy drama suicide jealousy canada independent film politically incorrect paul giamatti dustin hoffman rosamund pike richard j. lewis"
Runner Runner,"when a poor college student who cracks an online poker game goes bust, he arranges a face-to-face with the man he thinks cheated him, a sly offshore entrepreneur. crime thriller drama gambling casino gambling debts dirty cop puerto rico ben affleck gemma arterton justin timberlake brad furman"
Antitrust,a computer programmer's dream job at a hot portland-based firm turns nightmarish when he discovers his boss has a secret and ruthless means of dispatching anti-trust problems. action crime drama technology garage hacker male friendship microchip minidisc computer company friendship bracelet suspense business start-up computer expert childhood friends betrayal by friend ryan phillippe rachael leigh cook tim robbins peter howitt
Glory,"robert gould shaw leads the us civil war's first all-black volunteer company, fighting prejudices of both his own union army and the confederates. war war racism battle union soldier confederate soldier american civil war matthew broderick denzel washington cary elwes edward zwick"
Once Upon a Time in America,"a former prohibition-era jewish gangster returns to the lower east side of manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life. drama crime life and death corruption street gang rape sadistic lovesickness sexual abuse money laundering opium robert de niro james woods elizabeth mcgovern sergio leone"
Dead Man Down,"in new york city, a crime lord's right-hand man is seduced by a woman seeking retribution. thriller action crime drama revenge new york city mysterious woman crime lord colin farrell noomi rapace terrence howard niels arden oplev"
